feature,missing_count,missing_rate,mean,std,min,q25,median,q75,max,pass_mean,fail_mean,cohen_signed,cohen_abs
sensor_104,2,0.0012763241863433313,-1.4632587859424918e-05,0.000850708638613734,-0.0119,-0.0004,0.0,0.0004,0.0071,-5.817932922655713e-06,-0.00013846153846153847,-0.15598920825738474,0.15598920825738474
sensor_360,0,0.0,0.0029448627951499684,0.020002568739022588,0.0001,0.0004,0.0007,0.0018,0.409,0.0027390293916609706,0.005840384615384616,0.15511398116016084,0.15511398116016084
sensor_579,949,0.6056158264199106,0.016829449838187703,0.00964013288785662,0.0032,0.0106,0.0148,0.02,0.0799,0.016720942408376963,0.018211111111111115,0.1545793049784706,0.1545793049784706
sensor_279,2,0.0012763241863433313,0.04105686900958467,0.020289164688217655,0.0107,0.0283,0.0372,0.0458,0.1884,0.04126440793976728,0.03814134615384615,-0.1539916411471665,0.1539916411471665
sensor_144,2,0.0012763241863433313,0.12000811501597444,0.061342785491063416,0.0324,0.0839,0.1075,0.1327,0.6253,0.12063559206023272,0.11119326923076923,-0.15399126579259026,0.15399126579259026
sensor_470,6,0.0038289725590299937,5.367751761691223,4.9833666916925035,0.8325,2.8233,4.0611,7.0068,87.1347,5.316851750171586,6.080841346153846,0.15337097097961563,0.15337097097961563
sensor_385,715,0.4562858966177409,0.01142699530516432,0.01436562841639247,0.0,0.0053,0.0068,0.011325,0.2073,0.011244942381562099,0.013429577464788733,0.1521189648527599,0.1521189648527599
sensor_445,1,0.0006381620931716656,0.6470899106002553,0.14125217772776266,0.3086,0.5558,0.6511,0.7484,1.1087,0.6456683310533516,0.6670740384615385,0.15160210817054118,0.15160210817054118
sensor_030,2,0.0012763241863433313,0.18415891373801918,0.03294394301191376,0.0341,0.1617,0.1867,0.2071,0.2851,0.18383214774281806,0.1887970873786408,0.150765910827467,0.150765910827467
sensor_112,715,0.4562858966177409,0.457537676056338,0.04893948036768213,0.0,0.4593,0.46285,0.466425,0.4885,0.4569235595390525,0.46429295774647894,0.15062402380243822,0.15062402380243822
sensor_195,4,0.0025526483726866626,0.287084452975048,0.39518696433610084,0.08,0.218,0.259,0.296,4.838,0.28318698630136985,0.3423300970873786,0.1497139514818808,0.1497139514818808
sensor_174,1,0.0006381620931716656,0.3201127713920817,0.07124688599023044,0.1287,0.2765,0.32384999999999997,0.3702,0.5484,0.319406292749658,0.3300442307692308,0.1493665393224873,0.1493665393224873
sensor_172,1,0.0006381620931716656,0.3201125159642401,0.07124300579846014,0.1287,0.2766,0.32384999999999997,0.3702,0.5484,0.3194064295485636,0.3300384615384615,0.1492916402685768,0.1492916402685768
sensor_443,1,0.0006381620931716656,0.6339410600255428,0.14355204755671536,0.2169,0.5505,0.6435,0.733425,1.0851,0.6325339945280437,0.6537211538461538,0.14764481748202887,0.14764481748202887
sensor_521,0,0.0,11.610079706445436,103.12299573442073,0.0,0.0,0.0,0.0,1000.0,10.600730006835269,25.8089125,0.14752856349212923,0.14752856349212923
sensor_025,2,0.0012763241863433313,1.2038447284345049,0.17760047570306497,0.0,1.0948,1.283,1.3043,1.3828,1.2055668946648426,1.1793999999999998,-0.14738706611891786,0.14738706611891786
sensor_467,4,0.0025526483726866626,6.252090658989124,8.673723727949763,1.7163,4.6975,5.645,6.3869,109.0074,6.167931506849316,7.445026213592233,0.14728842264832726,0.14728842264832726
sensor_170,1,0.0006381620931716656,0.6843303320561941,0.15746797134498902,0.2979,0.5756,0.686,0.7973,1.153,0.6827922024623803,0.7059528846153846,0.14713363070201418,0.14713363070201418
sensor_318,1,0.0006381620931716656,3.1887704980842915,1.2159299661071454,0.9848,2.319725,2.8989000000000003,4.02125,15.8934,3.200332968536252,3.0262288461538462,-0.1432313469048566,0.1432313469048566
sensor_278,9,0.00574345883854499,0.0011174582798459563,0.0003400339387536143,0.0,0.0009,0.0011,0.0013,0.0034,0.0011207015130674002,0.0010721153846153845,-0.1429312048125278,0.1429312048125278
sensor_587,1,0.0006381620931716656,0.016474904214559386,0.008807535393245908,0.0032,0.0106,0.0148,0.0203,0.0799,0.016391792065663473,0.01764326923076923,0.1421352850268594,0.1421352850268594
sensor_207,6,0.0038289725590299937,20.376175528507368,17.497556438702528,4.01,16.35,19.72,22.37,457.65,20.210871654083732,22.692019230769233,0.14184296790499762,0.14184296790499762
sensor_494,0,0.0,0.9564419910657307,6.615200266560572,0.0342,0.139,0.2325,0.563,127.5728,0.8944098427887902,1.8290673076923079,0.1413317436131074,0.1413317436131074
sensor_331,4,0.0025526483726866626,0.08323186180422265,0.063424505382566,0.0224,0.0688,0.0848,0.0956,1.0959,0.08264486301369864,0.09155242718446602,0.1404839753108232,0.1404839753108232
sensor_377,2,0.0012763241863433313,0.0015707348242811503,0.0004665400582248408,0.0004,0.0013,0.0015,0.0018,0.0077,0.0015750855578370976,0.0015096153846153846,-0.1403722579653364,0.1403722579653364
sensor_574,0,0.0,9.16231499680919,26.920150379391046,1.0395,2.56785,2.9758,3.4925,170.0204,9.41139090909091,5.658487500000001,-0.13944823551862512,0.13944823551862512
sensor_332,7,0.004467134652201659,2.5934845512820512,5.645225833657501,0.5373,1.5465499999999999,2.0627000000000004,2.7905249999999997,174.8944,2.5411085164835163,3.3267490384615384,0.13920833491454976,0.13920833491454976
sensor_340,6,0.0038289725590299937,14.673506598334402,261.73845149875376,0.0131,0.0346,0.0464,0.0668,5043.8789,12.254869938229238,48.55767596153846,0.13873738859900883,0.13873738859900883
sensor_335,6,0.0038289725590299937,3.426925112107623,5.781558467381748,0.7899,2.0357,2.5135,3.3604,172.7119,3.373622443376801,4.173675,0.1384182168244752,0.1384182168244752
sensor_010,2,0.0012763241863433313,0.0001457507987220447,0.00930210506944666,-0.0349,-0.0056,0.0004,0.0059,0.053,6.228610540725528e-05,0.0013182692307692307,0.13505465777278328,0.13505465777278328
sensor_454,1,0.0006381620931716656,7.883741570881225,3.0596604010061013,2.3294,5.806525,7.4249,9.576775000000001,42.0703,7.910945485636114,7.501317307692309,-0.13391197186876524,0.13391197186876524
sensor_441,1,0.0006381620931716656,0.8020809706257984,0.18421271107607257,0.3512,0.6796,0.8076,0.9276,1.2771,0.8004476744186046,0.8250413461538462,0.1335381141078285,0.1335381141078285
sensor_359,0,0.0,0.019839948947032546,0.00713635750679749,0.0076,0.0138,0.0196,0.025,0.0888,0.019777033492822966,0.020724999999999997,0.13286646908556632,0.13286646908556632
sensor_011,2,0.0012763241863433313,0.9643527795527156,0.012452051783214598,0.6554,0.9581,0.9658,0.9713,0.9848,0.9644611225188228,0.9628307692307693,-0.13095832947506136,0.13095832947506136
sensor_214,24,0.015315890236119975,0.08326843810758262,0.05645567199791888,0.0193,0.0568,0.0754,0.09355,0.7615,0.08376601806810284,0.07638365384615385,-0.13079185273630092,0.13079185273630092
sensor_572,0,0.0,28.45016502871729,86.30468130478187,3.54,7.5,8.65,10.13,454.56,29.191639644565964,18.01961346153846,-0.1294746111038501,0.1294746111038501
sensor_128,9,0.00574345883854499,3.1921822849807446,0.26417454262867024,0.0,3.074,3.195,3.311,3.895,3.189916781292985,3.2238557692307697,0.12849669072955053,0.12849669072955053
sensor_222,0,0.0,0.0088211869814933,0.055936767099401666,0.0003,0.0014,0.0023,0.0055,0.9911,0.008354613807245385,0.015384615384615384,0.12569908520821643,0.12569908520821643
sensor_182,1,0.0006381620931716656,10.780542784163474,4.164050577644839,3.17,7.7325,10.17,13.3375,55.0,10.815259917920656,10.2925,-0.12556248946375023,0.12556248946375023
sensor_009,2,0.0012763241863433313,-0.0008410223642172522,0.015116189521664193,-0.0534,-0.0108,-0.0013,0.0084,0.0749,-0.0007152635181382615,-0.002607692307692308,-0.125213082506809,0.125213082506809
sensor_272,7,0.004467134652201659,41.298147435897434,17.737513289361313,6.9431,27.092724999999998,40.01925,54.277325,122.1174,41.15156609471517,43.371633009708745,0.12518261183278467,0.12518261183278467
sensor_588,1,0.0006381620931716656,0.005283333333333334,0.00286707150966514,0.001,0.0033,0.0046,0.0064,0.0286,0.005259507523939808,0.005618269230769231,0.1251525793876815,0.1251525793876815
sensor_093,2,0.0012763241863433313,-0.0005405111821086262,0.003009833796536164,-0.0171,-0.0016,-0.0002,0.001,0.0133,-0.0005655030800821356,-0.00018942307692307694,0.12497104475346298,0.12497104475346298
sensor_343,6,0.0038289725590299937,6.198508263933376,5.371825069596769,1.2565,4.9989,6.0056,6.8852,156.336,6.154236238846946,6.818742307692308,0.12372136714541894,0.12372136714541894
sensor_080,24,0.015315890236119975,-0.018530784186649385,0.04922601878995139,-0.1437,-0.0445,-0.0087,0.0091,0.1186,-0.018120708825573317,-0.02420480769230769,-0.12361450216693529,0.12361450216693529
sensor_019,10,0.006381620931716656,12.481033975594091,0.217965260098252,9.8773,12.46,12.4996,12.5471,12.9898,12.479256052269603,12.506132038834952,0.12332232872154696,0.12332232872154696
sensor_485,24,0.015315890236119975,201.11172838626052,218.69001540828836,0.0,50.38355,112.9534,288.89345000000003,994.0,202.92620903405142,176.0055971153846,-0.12311817654120993,0.12311817654120993
sensor_134,8,0.005105296745373325,39.39197851186658,2.99047608324939,33.3658,37.34725,38.9026,40.8046,64.1287,39.416402336769764,39.050279807692306,-0.12244739980641123,0.12244739980641123
sensor_087,0,0.0,0.982420293554563,0.012847842091247771,0.7749,0.9758,0.9874,0.9897,0.9935,0.9825244702665756,0.9809548076923077,-0.12219078778361948,0.12219078778361948
sensor_089,51,0.03254626675175495,0.18870323218997362,0.05237286447618119,0.1113,0.169375,0.1901,0.200425,1.4727,0.18826999292285915,0.19464660194174757,0.12177108028369732,0.12177108028369732
sensor_204,6,0.0038289725590299937,32.21816886611147,565.1012386167343,0.0429,0.1143,0.1582,0.2307,9998.4483,27.641543033630747,96.33493653846152,0.12157638485071016,0.12157638485071016
sensor_418,2,0.0012763241863433313,320.2592353354633,287.70448241162677,0.0,0.0,302.1776,524.0022,999.316,322.5749663928816,287.7276673076923,-0.12113829487504676,0.12113829487504676
sensor_499,2,0.0012763241863433313,263.19586434504794,324.77134168195846,0.0,0.0,0.0,536.2046,1000.0,265.7990736481862,226.6257798076923,-0.12063399469747971,0.12063399469747971
sensor_137,7,0.004467134652201659,122.69294871794872,52.2530147577518,19.2,81.3,117.7,161.6,334.7,122.27824296499658,128.55922330097087,0.12021826062315713,0.12021826062315713
sensor_339,6,0.0038289725590299937,9.328957719410635,6.074701971319436,2.2001,7.5889,9.4742,10.4399,197.4988,9.280361839396019,10.009767307692307,0.1200880224473562,0.1200880224473562
sensor_410,7,0.004467134652201659,4.9293441025641025,2.122977939052172,0.7342,3.265075,4.732749999999999,6.4582999999999995,13.8071,4.912671722717913,5.1651854368932035,0.1189569460339809,0.1189569460339809
sensor_027,2,0.0012763241863433313,6.638627987220448,1.244249271997308,0.0,5.2637,7.2647,7.3297,7.6588,6.64831415868673,6.50114077669903,-0.11829597805978714,0.11829597805978714
sensor_363,51,0.03254626675175495,333.3196009894459,138.80192793728307,60.9882,228.682525,309.83164999999997,412.329775,1072.2031,332.2118511677282,348.5162077669903,0.11747751010689368,0.11747751010689368
sensor_106,6,0.0038289725590299937,0.0005395259449071109,0.002987912749000635,-0.0133,-0.001,0.0002,0.0016,0.0172,0.000562525737817433,0.0002173076923076923,-0.11554915773677238,0.11554915773677238
sensor_201,7,0.004467134652201659,7.839358974358974,5.1044949288971635,0.0,5.02,6.76,9.49,126.53,7.800068681318682,8.389423076923077,0.1154688189337416,0.1154688189337416
sensor_476,6,0.0038289725590299937,20.13215464445868,14.93958973418616,0.0,11.5771,15.9738,23.7372,274.8871,20.018234660260813,21.72812980769231,0.11446392726356434,0.11446392726356434
sensor_576,0,0.0,5.563746522016592,16.921368702380114,0.6636,1.40845,1.6245,1.902,90.4235,5.69223014354067,3.7563278846153847,-0.11441567486487318,0.11441567486487318
sensor_270,5,0.003190810465858328,29.26029052496799,8.402012633351179,15.5471,24.9823,28.7735,31.7022,158.526,29.32367702331961,28.371660576923077,-0.11331708955024278,0.11331708955024278
sensor_047,1,0.0006381620931716656,1.177958109833972,0.18963690625019128,0.4967,0.985,1.25105,1.34035,1.5111,1.1765340629274965,1.197976923076923,0.11308197087811418,0.11308197087811418
sensor_008,2,0.0012763241863433313,1.4628616613418528,0.07389656150907685,1.191,1.4112,1.4616,1.5169,1.6564,1.4623094455852155,1.4706192307692305,0.11245977392927195,0.11245977392927195
sensor_075,24,0.015315890236119975,-0.00690304601425794,0.02229216702252471,-0.1049,-0.019549999999999998,-0.0063,0.0071,0.2315,-0.0070705350938151485,-0.004585576923076922,0.11147967981775372,0.11147967981775372
sensor_135,5,0.003190810465858328,117.96094750320103,57.54462723964513,58.0,92.0,109.0,127.0,994.0,118.38203017832647,112.0576923076923,-0.10990926454789317,0.10990926454789317
sensor_408,5,0.003190810465858328,5.340931882202304,2.5781176672891375,2.7378,4.1278,4.9224499999999995,5.7871,44.31,5.359734293552813,5.077336538461538,-0.10954219440714304,0.10954219440714304
sensor_088,0,0.0,1807.8150211231653,53.53726220241346,1627.4714,1777.4703,1809.2492,1841.873,2105.1823,1807.4316734791526,1813.2076903846153,0.10789227802425881,0.10789227802425881
sensor_271,6,0.0038289725590299937,46.05659814221653,17.86643760258941,10.4015,30.0139,45.6765,59.5947,132.6479,45.92827062457104,47.8544173076923,0.10781253304109406,0.10781253304109406
sensor_383,1018,0.6496490108487556,0.5410398907103825,1.3410197897865856,0.0875,0.2955,0.3726,0.5412,30.9982,0.548846050096339,0.4059933333333333,-0.10645946125243373,0.10645946125243373
sensor_155,10,0.006381620931716656,0.5071714836223506,1.1224267752591635,0.14,0.24,0.32,0.45,12.71,0.5150729023383769,0.39563106796116504,-0.10641697362224295,0.10641697362224295
sensor_428,10,0.006381620931716656,4.220747463070006,10.632730122912243,1.1198,1.9355,2.5341,3.609,118.7533,4.295597386519945,3.164128155339806,-0.10641685372553038,0.10641685372553038
sensor_580,949,0.6056158264199106,0.005395954692556634,0.003115985835278886,0.001,0.0034,0.0047,0.006475,0.0286,0.005372076788830716,0.0057,0.10519307450788722,0.10519307450788722
sensor_561,1,0.0006381620931716656,32.28495593869732,19.026081423650705,7.2369,15.76245,29.73115,44.1134,101.1146,32.15216190150478,34.15173365384616,0.10509878533600374,0.10509878533600374
sensor_239,2,0.0012763241863433313,0.004574888178913738,0.0014414052325399062,0.0014,0.0036,0.0044,0.0053,0.0236,0.004584804928131417,0.004435576923076923,-0.10353087491285015,0.10353087491285015
sensor_486,24,0.015315890236119975,302.50618554763446,287.3640702281875,0.0,0.0,249.927,501.60745,999.4911,300.5426724113968,329.67441057692304,0.10137560912153316,0.10137560912153316
sensor_288,3,0.0019144862795149968,0.003923657289002558,0.002936095295730202,0.0012,0.0024,0.0036,0.0049,0.0749,0.003903904109589041,0.004200961538461538,0.10117411304608535,0.10117411304608535
sensor_000,6,0.0038289725590299937,3014.4528955797564,73.62178674853077,2743.24,2966.26,3011.49,3056.65,3356.35,3014.947316403569,3007.52625,-0.10079942540533116,0.10079942540533116
sensor_497,51,0.03254626675175495,11.82102994722955,4.9566469784566225,1.9496,8.15035,10.90655,14.46905,40.2818,11.78714210898797,12.285918446601942,0.10062684430490179,0.10062684430490179
sensor_086,0,0.0,2.4018715379706443,0.03733186120689418,2.2425,2.37685,2.4039,2.4286,2.5555,2.4016230348598766,2.405367307692308,0.1002962322618695,0.1002962322618695
sensor_101,6,0.0038289725590299937,-7.23894939141576e-06,0.00022076237351255197,-0.0024,-0.0001,0.0,0.0001,0.0017,-5.7652711050102984e-06,-2.7884615384615386e-05,-0.1001944446923767,0.1001944446923767
sensor_302,2,0.0012763241863433313,0.4033423003194888,0.1975139946152524,0.1118,0.2958,0.3808,0.477,5.1549,0.4020422024623803,0.4217961165048544,0.10001152999452394,0.10001152999452394
sensor_541,8,0.005105296745373325,9.61162809493265,2.896375799624502,3.2761,7.49575,9.4593,11.2384,25.7792,9.59241615120275,9.880410576923076,0.09943139741411611,0.09943139741411611
sensor_245,1018,0.6496490108487556,1.7297233151183968,4.335614249231767,0.2914,0.9115,1.1851,1.7618,99.9022,1.7532115606936416,1.3233766666666669,-0.09907518738981128,0.09907518738981128
sensor_555,260,0.16592214422463306,57.746537184391734,35.20755227346542,4.8269,27.0176,54.4417,74.62870000000001,303.55,57.51724512694513,61.00195116279069,0.09896802023086529,0.09896802023086529
sensor_273,14,0.008934269304403318,20.18124616870573,3.8304625092009634,8.6512,18.2471,19.5809,22.0973,43.5737,20.155900414078676,20.534380769230772,0.09880632732227716,0.09880632732227716
sensor_003,14,0.008934269304403318,1396.3766273663878,441.6916403756737,0.0,1081.8758,1285.2144,1591.2235,3715.0417,1399.290291994479,1355.7814346153848,-0.09850319480715244,0.09850319480715244
sensor_083,1,0.0006381620931716656,7.452066602809706,0.5162513849989246,5.8257,7.104225,7.4674499999999995,7.807625,8.9904,7.455438235294117,7.40466923076923,-0.09833971569919052,0.09833971569919052
sensor_238,2,0.0012763241863433313,0.004791373801916933,0.0016979477507117176,0.0013,0.0037,0.0046,0.0057,0.0244,0.004780424366872005,0.0049451923076923076,0.09703680296721355,0.09703680296721355
sensor_559,1,0.0006381620931716656,0.3257081736909323,0.20139186986927257,0.0699,0.14982499999999999,0.2909,0.4436,1.0737,0.3244140902872777,0.3439,0.09675337260359003,0.09675337260359003
sensor_483,24,0.015315890236119975,206.56419598185354,192.86441252605448,0.0,81.31615,148.3175,262.86525,989.4737,207.80324266851974,189.42007884615384,-0.09531284127143481,0.09531284127143481
sensor_081,24,0.015315890236119975,-0.021153337653920933,0.017021124441250673,-0.0982,-0.0272,-0.0196,-0.012,0.0584,-0.021261362056984017,-0.019658653846153847,0.09415566987311283,0.09415566987311283
sensor_517,1018,0.6496490108487556,1.73890218579235,4.890663436682964,0.288,0.8903,1.1543,1.7597,113.2758,1.7639612716763005,1.30538,-0.09370240780417327,0.09370240780417327
sensor_020,0,0.0,1.4050542437779197,0.01673693251882698,1.1797,1.3965,1.406,1.415,1.4534,1.4049505126452493,1.4065134615384616,0.09337866207078391,0.09337866207078391
sensor_044,1,0.0006381620931716656,10.031165006385697,0.17503759519923412,9.464,9.925425,10.03485,10.152474999999999,11.053,10.032246785225718,10.015957692307692,-0.09305580440057266,0.09305580440057266
sensor_558,1,0.0006381620931716656,0.9950089399744572,0.08385953711268757,0.8919,0.9552,0.9727,1.0008,1.5121,0.9944912448700409,1.0022865384615385,0.09295176911354792,0.09295176911354792
sensor_344,6,0.0038289725590299937,23.217146252402305,8.895221076950302,2.056,17.8609,23.2147,28.8731,59.3241,23.27191304049417,22.44988461538461,-0.09240729793348428,0.09240729793348428
sensor_424,3,0.0019144862795149968,3.315468542199488,6.3253650946585225,0.4866,1.9652500000000002,2.6671,3.470975,103.1809,3.3540477397260275,2.773875961538462,-0.0917160892916025,0.0917160892916025
sensor_406,8,0.005105296745373325,6.730614945477869,2.8295832878176426,2.0545,4.5476,5.9201,8.5852,14.7277,6.713319587628867,6.972583653846153,0.09162078935128028,0.09162078935128028
sensor_118,24,0.015315890236119975,0.5984116655865198,0.00810151744842984,0.5274,0.5941,0.599,0.6034,0.6245,0.5984615010423905,0.5977221153846155,-0.09125939333802796,0.09125939333802796
sensor_208,6,0.0038289725590299937,73.26431646380526,28.067142840732725,5.359,56.158,73.248,90.515,172.349,73.43497597803706,70.87344230769232,-0.09125889290266395,0.09125889290266395
sensor_167,2,0.0012763241863433313,1.2357827476038339,0.6327669145242083,0.3,0.9,1.2,1.5,16.3,1.2320109439124485,1.2893203883495143,0.09056349262880217,0.09056349262880217
sensor_151,3,0.0019144862795149968,14.047402813299232,31.002541178451466,2.02,8.08975,10.993500000000001,14.347249999999999,536.564,14.232823287671232,11.444384615384614,-0.08993608313194143,0.08993608313194143
sensor_544,2,0.0012763241863433313,0.0025092012779552716,0.00029552015522922185,0.0016,0.0024,0.0026,0.0026,0.0047,0.0025074606433949345,0.002533653846153846,0.08862750787966,0.08862750787966
sensor_307,1,0.0006381620931716656,0.12892094508301405,0.027467646411038542,0.0549,0.1137,0.1295,0.1476,0.2112,0.1287608071135431,0.13117211538461537,0.08778015400764841,0.08778015400764841
sensor_309,1,0.0006381620931716656,0.1289212643678161,0.02747010529499158,0.0549,0.1137,0.1295,0.1476,0.2112,0.12876128590971272,0.1311701923076923,0.08768482233539482,0.08768482233539482
sensor_153,3,0.0019144862795149968,0.011926470588235295,0.009345677016570107,0.0036,0.007275,0.0111,0.0149,0.2389,0.011872328767123286,0.012686538461538461,0.08711419474082273,0.08711419474082273
sensor_352,24,0.015315890236119975,0.023355735580038884,0.01315715363556871,0.0056,0.016,0.022,0.0269,0.1429,0.023432870048644895,0.022288461538461538,-0.08697243356953956,0.08697243356953956
sensor_221,0,0.0,0.06071754945756223,0.02330522674165929,0.02,0.0402,0.0609,0.0765,0.2305,0.060583321941216677,0.06260576923076923,0.08677339514556669,0.08677339514556669
sensor_526,0,0.0,1.4434574984045947,0.9584275329713078,0.1705,0.4842,1.5501,2.2116499999999997,8.2037,1.4489590567327408,1.3660653846153847,-0.08648168213002375,0.08648168213002375
sensor_254,0,0.0,0.01394320357370772,0.009132138563170602,0.0017,0.0047,0.015,0.0213,0.0787,0.013995557074504443,0.01320673076923077,-0.08637154069992391,0.08637154069992391
sensor_392,0,0.0,0.004532801531589024,0.0029555534671379773,0.0005,0.0015,0.0049,0.0069,0.0229,0.004549555707450445,0.0042971153846153845,-0.08540424218017892,0.08540424218017892
sensor_286,3,0.0019144862795149968,4.26001783887468,9.763829303611644,0.728,2.4672,3.36005,4.311425,207.0161,4.315229657534247,3.484928846153846,-0.08503033108137907,0.08503033108137907
sensor_407,8,0.005105296745373325,1.2319973059653624,0.3647111336304682,0.424,0.9665,1.2397,1.4167,3.3128,1.2299321649484536,1.260889423076923,0.08487338765216786,0.08487338765216786
sensor_305,1,0.0006381620931716656,0.26491679438058746,0.05738748874740393,0.1171,0.225,0.2643,0.3075,0.475,0.2645980848153215,0.26939711538461536,0.08361645101502617,0.08361645101502617
sensor_376,2,0.0012763241863433313,0.0016008306709265176,0.0005343500725944657,0.0004,0.0013,0.0016,0.0019,0.0082,0.0015978781656399727,0.0016423076923076925,0.08313810866129472,0.08313810866129472
sensor_098,6,0.0038289725590299937,-0.018142664958360026,0.42710978584634884,-5.2717,-0.2188,0.0,0.1893,2.5698,-0.015781606039807824,-0.0512201923076923,-0.08296418829562252,0.08296418829562252
sensor_426,3,0.0019144862795149968,1.233857608695652,0.9956200684322506,0.3632,0.743425,1.1353,1.5395,24.9904,1.2283993150684933,1.310483653846154,0.08243647025802794,0.08243647025802794
sensor_043,1,0.0006381620931716656,355.53890357598976,6.234706194564162,342.7545,350.801575,353.72090000000003,360.77225,377.2973,355.57293194254447,355.0605432692307,-0.08217424853890229,0.08217424853890229
sensor_439,2,0.0012763241863433313,70.64394204472845,38.37617776213928,14.1206,48.1738,65.4378,84.9734,657.7621,70.85070184678523,67.7091572815534,-0.08185254121797528,0.08185254121797528
sensor_120,0,0.0,6.310863050414805,0.12430439087350695,5.1259,6.2464,6.3136,6.37585,7.522,6.311534859876965,6.301412499999999,-0.0814227742881473,0.0814227742881473
sensor_560,1,0.0006381620931716656,0.0724434227330779,0.051577825356765514,0.0177,0.0362,0.0592,0.089,0.4457,0.07216764705882352,0.0763201923076923,0.08050074336672738,0.08050074336672738
sensor_581,949,0.6056158264199106,97.93437297734629,87.52096623001742,0.0,46.1849,72.2889,116.53914999999999,737.3048,98.44283717277487,91.45992888888888,-0.0797380303334116,0.0797380303334116
sensor_225,51,0.03254626675175495,1041.0565875989446,433.1700758034397,168.7998,718.7253499999999,967.2998,1261.2998,3601.2998,1038.7113872611465,1073.2290932038836,0.07967599425409473,0.07967599425409473
sensor_388,0,0.0,35.1550911295469,17.227003219757325,6.3101,24.38655,32.5307,42.65245,348.8293,35.06453274094327,36.42900384615385,0.07919547766437678,0.07919547766437678
sensor_057,4,0.0025526483726866626,0.9492150351887396,0.004175952180674276,0.9319,0.94665,0.9493,0.952,0.9598,0.9492367808219179,0.948906796116505,-0.07901012796771005,0.07901012796771005
sensor_161,2,0.0012763241863433313,4066.850479233227,4239.24505784859,0.0,1321.0,2614.0,5034.0,37943.0,4088.8953488372094,3753.9417475728155,-0.07900246866444174,0.07900246866444174
sensor_568,273,0.1742182514358647,2.452416924265842,0.9966441742590869,0.3706,1.8844,1.9997,2.97085,12.7462,2.4475830313014826,2.5257712499999996,0.07843515727717205,0.07843515727717205
sensor_493,0,0.0,2.5300463943841733,0.9739482901380285,0.833,1.6637499999999998,2.5291,3.1991,9.4024,2.525005058099795,2.6009644230769235,0.07798096932630008,0.07798096932630008
sensor_571,0,0.0,2.1018363114231016,0.27511184455412296,0.9802,1.9829,2.1186,2.2906500000000003,2.7395,2.103255434039645,2.081873076923077,-0.07771215093817173,0.07771215093817173
sensor_415,14,0.008934269304403318,6.630615904700579,3.958371425739251,1.534,4.9274,6.1766,7.5707,116.8615,6.651149068322982,6.344533653846154,-0.07744956052843428,0.07744956052843428
sensor_489,24,0.015315890236119975,272.16970738820476,228.04670199625264,0.0,112.85925,219.4872,377.1442,994.0035,270.9838826268242,288.57741730769226,0.07713824377630586,0.07713824377630586
sensor_062,6,0.0038289725590299937,116.50232882767459,8.629021528561994,81.49,112.0227,116.2118,120.9273,287.1509,116.54615223061084,115.8883798076923,-0.07621727125122209,0.07621727125122209
sensor_353,24,0.015315890236119975,0.040330524951393394,0.015499273073510783,0.0026,0.0302,0.0421,0.0502,0.1535,0.04040972897845726,0.039234615384615396,-0.07580645343336953,0.07580645343336953
sensor_311,1,0.0006381620931716656,0.09734431673052361,0.028796173472484938,0.0328,0.0776,0.0977,0.1159,0.1784,0.09748707250341997,0.09533749999999999,-0.07463690170533652,0.07463690170533652
sensor_073,794,0.5067007019783025,468.0204040103493,17.62988564018737,456.0447,464.4581,466.0817,467.8899,692.4256,468.1360815602837,466.82109999999994,-0.0745565456848185,0.0745565456848185
sensor_024,2,0.0012763241863433313,-298.59813591054314,2902.6901174771046,-14804.5,-1476.0,-78.75,1377.25,14106.0,-284.4415182626539,-499.539640776699,-0.0740918489121296,0.0740918489121296
sensor_215,24,0.015315890236119975,0.08107556707712249,0.030436821606720545,0.0059,0.0632,0.0825,0.0983,0.3429,0.08122675469075748,0.07898365384615386,-0.0736856344029795,0.0736856344029795
sensor_060,6,0.0038289725590299937,355.15909404228057,6.027888753453348,324.7145,350.5964,353.7991,359.6736,373.8664,355.18862855181885,354.7453269230769,-0.0735305724748578,0.0735305724748578
sensor_269,8,0.005105296745373325,3.7778656831302118,1.152329079925915,1.3017,2.9565,3.7035,4.3794,10.1529,3.772312027491409,3.8555634615384613,0.0722347880291195,0.0722347880291195
sensor_131,9,0.00574345883854499,0.9978083440308086,0.002250576394821345,0.9936,0.9964,0.99775,0.9989,1.019,0.9977975240715269,0.9979596153846154,0.07201064436387236,0.07201064436387236
sensor_563,273,0.1742182514358647,0.6796407264296753,0.12175776137289002,0.3049,0.5671,0.651,0.768875,1.2988,0.6801799011532125,0.67145875,-0.07161002582451195,0.07161002582451195
sensor_029,2,0.0012763241863433313,2.366197444089457,0.4086942024843982,0.6667,2.0889,2.3778,2.6556,3.5111,2.3643329685362517,2.39266213592233,0.06930437418602615,0.06930437418602615
sensor_539,8,0.005105296745373325,3.0342348941629247,1.2529130384380884,0.8516,1.8899,3.0548,3.947,6.5803,3.039889896907217,2.9551192307692307,-0.06764678850404247,0.06764678850404247
sensor_117,0,0.0,58.62590791320995,6.48517445373113,52.8068,57.9783,58.5491,59.1339,311.7344,58.65480881749829,58.219350000000006,-0.06713475847989318,0.06713475847989318
